customer_id,segment_name,recency_days,frequency_180d,monetary_180d,sessions_30d,ticket_count_90d,return_rate_180d,category_diversity_180d,campaign_clicks_30d,churn_next_60d
CUST00085,Dormant Customers,14,1,1257.8,8,0,0.0,1,0,1
CUST00086,Champions,21,4,1741.15,7,1,0.0,1,2,0
CUST00087,Discount Sensitive,44,1,933.58,1,0,0.0,1,0,0
CUST00088,Discount Sensitive,98,2,1169.14,9,0,0.0,2,0,1
CUST00089,Discount Sensitive,165,1,1513.5,12,0,0.0,1,3,1
CUST00090,Loyal Customers,80,4,1966.31,5,0,0.0,3,0,0
CUST00091,Discount Sensitive,90,1,311.34,9,0,0.0,1,0,0
CUST00092,Dormant Customers,21,1,430.85,1,0,0.0,1,0,0
CUST00093,Dormant Customers,85,1,759.64,16,0,0.0,1,4,1
CUST00094,Dormant Customers,183,0,0.0,6,0,0.0,0,1,1
CUST00095,Discount Sensitive,65,1,372.65,10,1,0.0,1,1,1
CUST00096,Loyal Customers,61,2,1414.75,12,0,0.5,2,0,0
CUST00097,Loyal Customers,1,3,2946.09,0,0,0.0,1,0,0
CUST00098,Dormant Customers,184,0,0.0,8,0,0.0,0,0,1
CUST00099,At Risk,144,2,1471.51,4,0,0.0,1,2,0
CUST00100,Dormant Customers,70,1,372.37,1,0,0.0,1,0,0
CUST00101,Dormant Customers,108,2,1240.21,2,0,0.0,2,0,1
CUST00102,Dormant Customers,83,1,732.65,2,0,0.0,1,0,0
CUST00103,Dormant Customers,21,1,1469.96,6,0,0.0,1,1,0
CUST00104,Dormant Customers,93,1,955.63,3,0,0.0,1,0,1
CUST00105,Dormant Customers,46,1,2052.43,1,0,0.0,1,0,0
CUST00106,Dormant Customers,61,1,436.15,5,0,0.0,1,0,1
CUST00107,Loyal Customers,12,2,1658.13,2,0,0.0,2,0,0
CUST00108,High Value But Unhappy,44,1,1074.5,5,1,1.0,1,0,1
CUST00109,Dormant Customers,92,2,1622.28,1,0,0.0,2,1,0
CUST00110,High Value But Unhappy,35,3,2424.8,4,2,0.0,2,0,1
CUST00111,At Risk,178,1,1135.09,3,0,0.0,1,0,1
CUST00112,Loyal Customers,0,4,2225.98,4,0,0.0,3,0,0
CUST00113,Loyal Customers,28,2,1601.31,17,0,0.0,2,0,0
CUST00114,Dormant Customers,239,0,0.0,3,0,0.0,0,1,1
CUST00115,Dormant Customers,159,1,596.54,12,0,0.0,1,2,1
CUST00116,Dormant Customers,143,1,452.08,10,0,0.0,1,2,1
CUST00117,At Risk,123,2,1268.88,2,0,0.0,2,0,1
CUST00118,Dormant Customers,27,1,689.56,2,0,0.0,1,0,0
CUST00119,Dormant Customers,69,1,2019.98,12,1,0.0,1,0,0
CUST00120,Dormant Customers,26,1,261.95,6,0,0.0,1,0,0
CUST00121,Loyal Customers,27,2,2496.03,5,0,0.0,1,1,0
CUST00122,Loyal Customers,106,2,2048.93,10,0,0.0,2,4,1
CUST00123,Loyal Customers,102,4,2117.52,2,0,0.0,3,0,0
CUST00124,Dormant Customers,194,0,0.0,5,0,0.0,0,0,1
CUST00125,Loyal Customers,8,2,1698.4,0,0,0.0,2,1,0
CUST00126,Discount Sensitive,57,1,919.95,5,0,0.0,1,0,1
CUST00127,Loyal Customers,24,2,729.55,3,0,0.0,1,0,0
CUST00128,Loyal Customers,19,2,1716.68,15,0,0.0,1,0,0
CUST00129,Loyal Customers,83,3,3369.08,7,1,0.333,2,0,0
CUST00130,Discount Sensitive,88,1,1272.47,9,0,0.0,1,0,0
CUST00131,Dormant Customers,67,1,2157.15,4,0,0.0,1,0,1
CUST00132,Dormant Customers,117,1,1621.76,1,0,0.0,1,0,1
CUST00133,Loyal Customers,54,6,4776.26,5,0,0.0,3,1,0
CUST00134,Loyal Customers,35,2,1527.11,11,0,0.5,2,0,0
CUST00135,Dormant Customers,333,0,0.0,3,0,0.0,0,1,1
CUST00136,Dormant Customers,71,1,514.9,7,0,0.0,1,0,1
CUST00137,At Risk,177,2,1035.87,4,0,0.0,2,0,1
CUST00138,Discount Sensitive,61,1,905.11,5,0,0.0,1,1,0
CUST00139,High Value But Unhappy,28,2,1715.4,5,2,0.0,2,0,0
CUST00140,Champions,6,3,3416.05,14,1,0.0,3,0,0
CUST00141,Dormant Customers,28,1,647.85,4,0,0.0,1,1,0
CUST00142,Discount Sensitive,169,1,369.26,2,0,0.0,1,0,1
CUST00143,Champions,32,3,4028.8,5,0,0.0,3,1,0
CUST00144,High Value But Unhappy,86,2,928.58,8,1,0.0,2,2,0
CUST00145,Dormant Customers,30,1,502.35,0,0,0.0,1,0,1
CUST00146,Dormant Customers,108,1,986.21,4,0,0.0,1,1,0
CUST00147,Loyal Customers,84,3,2809.32,1,0,0.0,2,0,0
CUST00148,Champions,4,3,1990.51,5,0,0.0,3,1,0
CUST00149,Dormant Customers,8,1,787.94,8,0,0.0,1,0,0
CUST00150,Loyal Customers,45,2,1008.65,6,0,0.0,2,2,0
CUST00151,Loyal Customers,62,3,2844.17,7,0,0.0,2,0,0
CUST00152,Champions,46,3,2730.26,19,3,0.0,2,3,0
CUST00153,Discount Sensitive,3,1,977.12,6,0,0.0,1,0,0
CUST00154,Champions,10,4,3935.38,8,0,0.0,4,0,0
CUST00155,Champions,2,3,2024.8,6,0,0.0,2,0,0
CUST00156,Loyal Customers,34,2,4241.75,14,1,0.5,1,0,0
CUST00157,Dormant Customers,0,1,376.83,3,0,0.0,1,1,1
CUST00158,Dormant Customers,155,1,812.34,8,0,0.0,1,1,1
CUST00159,Dormant Customers,474,0,0.0,0,0,0.0,0,0,1
CUST00160,Dormant Customers,177,1,433.18,4,0,0.0,1,0,1
CUST00161,Champions,20,3,1738.05,7,0,0.0,2,1,0
CUST00162,Dormant Customers,91,2,1194.59,2,0,0.0,1,0,1
CUST00163,Discount Sensitive,70,1,275.41,3,0,0.0,1,2,0
CUST00164,Dormant Customers,222,0,0.0,1,0,0.0,0,0,1
CUST00165,Loyal Customers,103,3,1825.77,2,0,0.0,1,0,0
CUST00166,Discount Sensitive,15,1,1269.41,1,1,0.0,1,0,0
CUST00167,Dormant Customers,219,0,0.0,0,0,0.0,0,1,1
CUST00168,Loyal Customers,85,2,2194.93,2,0,0.0,2,0,0
CUST00169,Dormant Customers,222,0,0.0,1,0,0.0,0,0,1
CUST00170,Loyal Customers,9,2,1708.22,5,0,0.0,1,0,0
CUST00171,Discount Sensitive,12,1,1077.78,9,0,0.0,1,0,0
CUST00172,Discount Sensitive,8,1,1366.0,5,1,0.0,1,2,0
CUST00173,Dormant Customers,79,1,225.12,10,0,0.0,1,0,0
CUST00174,Discount Sensitive,86,1,168.97,14,0,0.0,1,0,0
CUST00175,Loyal Customers,59,2,1378.77,5,0,0.0,2,0,1
CUST00176,Champions,37,3,3830.31,12,0,0.0,3,0,0
CUST00177,Discount Sensitive,82,1,255.04,12,0,0.0,1,0,0
CUST00178,High Value But Unhappy,5,2,1583.88,10,2,1.0,2,0,0
CUST00179,Champions,38,3,1585.62,11,2,0.0,2,2,0
CUST00180,Dormant Customers,96,2,1570.85,9,0,0.5,1,0,1
CUST00181,Dormant Customers,6,1,1107.73,7,0,0.0,1,1,0
CUST00182,Dormant Customers,31,1,305.3,12,0,0.0,1,0,0
CUST00183,At Risk,152,1,1689.98,1,0,0.0,1,1,1
CUST00184,Champions,14,3,2456.91,6,0,0.0,2,0,1
CUST00185,Dormant Customers,114,2,866.52,11,0,0.0,2,1,0
CUST00186,Dormant Customers,41,1,714.65,2,1,0.0,1,0,0
CUST00187,Discount Sensitive,149,1,491.11,0,0,0.0,1,1,0
CUST00188,High Value But Unhappy,29,2,1880.31,11,1,0.0,2,0,1
CUST00189,Dormant Customers,140,1,574.39,10,0,0.0,1,0,0
CUST00190,Dormant Customers,6,1,482.88,6,1,0.0,1,0,0
CUST00191,Dormant Customers,28,1,149.0,6,0,0.0,1,0,0
CUST00192,Loyal Customers,55,3,2263.95,8,0,0.0,3,1,0
CUST00193,Dormant Customers,157,1,424.74,3,0,0.0,1,2,1
CUST00194,Loyal Customers,80,3,2967.67,13,1,0.333,2,3,0
CUST00195,Dormant Customers,23,1,654.27,5,1,0.0,1,0,0
CUST00196,High Value But Unhappy,24,2,1272.38,1,1,0.0,2,0,1
CUST00197,High Value But Unhappy,15,2,2989.16,11,1,0.0,2,0,0
CUST00198,Loyal Customers,37,4,4324.83,1,0,0.0,2,1,0
CUST00199,High Value But Unhappy,6,4,3273.56,3,1,0.0,4,0,0
CUST00200,Champions,15,3,3726.66,7,0,0.0,3,4,0
CUST00201,Dormant Customers,93,1,598.21,3,1,0.0,1,0,1
CUST00202,At Risk,141,1,1220.26,9,0,0.0,1,1,0
CUST00203,Discount Sensitive,114,2,743.35,6,0,0.0,2,0,1
CUST00204,Dormant Customers,42,1,519.21,17,0,0.0,1,0,0
CUST00205,Champions,30,3,1548.05,13,0,0.0,3,0,0
CUST00206,Discount Sensitive,118,2,831.29,7,0,0.0,2,2,1
CUST00207,Discount Sensitive,18,1,193.1,11,0,0.0,1,2,1
CUST00208,High Value But Unhappy,91,4,3282.3,2,1,0.0,3,1,1
CUST00209,Dormant Customers,279,0,0.0,3,0,0.0,0,0,1
CUST00210,Discount Sensitive,128,1,409.67,3,0,0.0,1,0,1
CUST00211,Loyal Customers,90,2,3032.55,4,0,0.0,2,0,0
CUST00212,Dormant Customers,204,0,0.0,3,0,0.0,0,1,1
CUST00213,High Value But Unhappy,86,1,1266.34,2,1,1.0,1,0,1
CUST00214,Dormant Customers,64,1,1427.16,3,0,0.0,1,0,1
CUST00215,Dormant Customers,34,1,646.51,8,0,0.0,1,2,1
CUST00216,High Value But Unhappy,48,1,1349.42,7,1,1.0,1,0,1
CUST00217,Discount Sensitive,79,2,861.18,2,0,0.0,1,0,1
CUST00218,Dormant Customers,23,1,713.95,1,0,0.0,1,0,0
CUST00219,Discount Sensitive,154,2,1225.24,3,0,0.0,2,1,1
CUST00220,Loyal Customers,25,2,745.67,14,1,0.0,2,2,0
CUST00221,Loyal Customers,7,2,781.03,16,0,0.0,2,2,0
CUST00222,Dormant Customers,186,0,0.0,1,0,0.0,0,0,1
CUST00223,Discount Sensitive,103,1,757.58,1,0,0.0,1,0,1
CUST00224,Discount Sensitive,89,1,747.2,1,0,0.0,1,1,0
CUST00225,Loyal Customers,88,2,2563.85,3,0,0.0,2,0,1
CUST00226,High Value But Unhappy,54,3,2345.42,6,1,0.333,1,0,0
CUST00227,Discount Sensitive,153,1,1070.42,0,0,0.0,1,0,1
CUST00228,Loyal Customers,82,3,1343.2,6,0,0.0,3,2,1
CUST00229,Dormant Customers,92,1,558.95,8,0,0.0,1,0,1
CUST00230,Champions,37,6,6235.96,17,0,0.0,3,1,0
CUST00231,Dormant Customers,23,1,397.92,6,0,0.0,1,0,0
CUST00232,Dormant Customers,55,1,786.26,2,0,0.0,1,0,0
CUST00233,Dormant Customers,361,0,0.0,5,0,0.0,0,1,1
CUST00234,Loyal Customers,17,2,1421.1,6,0,0.0,2,0,0
CUST00235,Dormant Customers,125,1,556.26,2,0,0.0,1,0,0
CUST00236,Discount Sensitive,62,1,782.89,8,1,0.0,1,0,0
CUST00237,Champions,15,4,3607.29,8,0,0.0,2,1,0
CUST00238,Dormant Customers,78,1,643.9,1,1,0.0,1,0,0
CUST00239,Dormant Customers,320,0,0.0,4,0,0.0,0,0,1
CUST00240,Loyal Customers,56,2,2277.31,4,1,0.0,2,0,0
CUST00241,Loyal Customers,6,2,2710.93,12,0,0.0,2,1,0
CUST00242,Loyal Customers,82,3,2195.42,11,0,0.0,2,5,0
CUST00243,Discount Sensitive,69,1,444.6,3,1,1.0,1,0,1
CUST00244,Loyal Customers,144,2,2449.86,1,0,0.0,1,0,1
CUST00245,Loyal Customers,73,2,1245.78,6,0,0.0,2,4,0
CUST00246,Dormant Customers,52,2,852.1,6,1,0.0,2,1,0
CUST00247,Discount Sensitive,57,2,937.32,5,0,0.0,1,2,1
CUST00248,Loyal Customers,71,3,1182.12,2,0,0.0,3,0,0
CUST00249,Discount Sensitive,162,1,244.33,5,0,0.0,1,1,1
CUST00250,Dormant Customers,35,1,837.19,6,0,0.0,1,0,0
CUST00251,High Value But Unhappy,41,1,966.73,14,1,1.0,1,0,1
CUST00252,Dormant Customers,190,0,0.0,4,0,0.0,0,2,1
CUST00253,Dormant Customers,191,0,0.0,3,0,0.0,0,1,1
CUST00254,Dormant Customers,183,0,0.0,4,0,0.0,0,1,1
CUST00255,Champions,22,4,2792.14,10,1,0.25,4,1,0
CUST00256,Dormant Customers,181,0,0.0,1,0,0.0,0,0,1
CUST00257,Dormant Customers,55,2,1042.47,7,0,0.0,2,0,0
CUST00258,Champions,42,3,2284.5,7,0,0.0,2,0,0
CUST00259,Dormant Customers,192,0,0.0,0,0,0.0,0,0,1
CUST00260,Loyal Customers,2,2,1820.81,7,0,0.0,1,0,0
CUST00261,Discount Sensitive,51,1,350.44,0,0,0.0,1,0,0
CUST00262,Loyal Customers,9,2,1318.44,5,0,0.0,2,0,0
CUST00263,Champions,25,3,1618.39,15,2,0.667,3,2,0
CUST00264,Dormant Customers,31,2,671.1,7,1,0.0,2,1,1
CUST00265,Discount Sensitive,77,1,510.24,7,0,0.0,1,0,0
CUST00266,Loyal Customers,158,2,2193.55,1,0,0.5,1,0,1
CUST00267,Discount Sensitive,29,1,441.97,8,1,0.0,1,0,1
CUST00268,Champions,9,2,1517.09,6,1,0.0,2,1,0
CUST00269,Champions,30,3,2563.93,11,0,0.0,3,1,0
CUST00270,Loyal Customers,75,2,968.72,8,0,0.0,2,2,0
CUST00271,Loyal Customers,32,2,1421.17,1,0,0.0,1,0,0
CUST00272,Champions,12,5,3882.03,7,0,0.0,3,0,0
CUST00273,Champions,13,5,4433.41,7,0,0.0,2,1,0
CUST00274,Discount Sensitive,71,1,695.0,1,0,0.0,1,0,0
CUST00275,Dormant Customers,241,0,0.0,5,0,0.0,0,1,1
CUST00276,Loyal Customers,47,2,3495.3,9,0,0.0,2,1,0
CUST00277,Dormant Customers,2,1,304.61,2,0,0.0,1,0,0
CUST00278,Dormant Customers,69,1,339.56,7,1,0.0,1,0,1
CUST00279,Champions,12,3,2035.77,9,0,0.0,2,2,0
CUST00280,Champions,10,2,1858.49,6,0,0.0,2,0,0
CUST00281,Loyal Customers,35,2,1161.06,3,0,0.0,2,0,1
CUST00282,Dormant Customers,296,0,0.0,1,0,0.0,0,0,1
CUST00283,Champions,18,3,2546.58,8,1,0.0,2,0,0
CUST00284,Dormant Customers,291,0,0.0,1,0,0.0,0,1,1
CUST00285,Loyal Customers,13,2,1070.21,10,0,0.0,1,0,0
CUST00286,Dormant Customers,369,0,0.0,1,0,0.0,0,1,1
CUST00287,Loyal Customers,69,2,2536.41,8,0,0.0,2,1,0
CUST00288,Dormant Customers,110,2,1096.1,1,0,0.0,1,0,1
CUST00289,Loyal Customers,5,2,811.06,5,0,0.0,2,0,0
CUST00290,Dormant Customers,9,1,251.16,6,1,0.0,1,0,0
CUST00291,Dormant Customers,58,1,1708.29,4,1,0.0,1,1,1
CUST00292,Dormant Customers,43,1,657.91,6,1,1.0,1,2,0
CUST00293,Dormant Customers,230,0,0.0,3,0,0.0,0,0,1
CUST00294,Dormant Customers,102,1,1714.42,15,0,0.0,1,6,0
CUST00295,Discount Sensitive,16,1,556.31,2,0,0.0,1,0,0
CUST00296,Dormant Customers,132,1,560.55,2,0,0.0,1,0,1
CUST00297,At Risk,154,1,1130.29,13,0,0.0,1,2,1
CUST00298,Dormant Customers,201,0,0.0,6,0,0.0,0,2,1
CUST00299,Dormant Customers,343,0,0.0,0,0,0.0,0,0,1
CUST00300,Discount Sensitive,5,1,459.9,5,0,0.0,1,0,0
CUST00301,Champions,9,2,1279.6,7,1,0.0,1,0,0
CUST00302,Discount Sensitive,148,2,1740.35,4,0,0.5,2,2,1
CUST00303,Loyal Customers,48,2,1965.56,6,0,0.0,2,1,0
CUST00304,Loyal Customers,87,2,1687.98,4,0,0.0,2,3,1
CUST00305,Dormant Customers,166,1,531.59,6,0,0.0,1,0,1
CUST00306,Loyal Customers,19,3,2579.16,2,1,0.0,2,2,0
CUST00307,Discount Sensitive,32,1,307.42,0,1,1.0,1,0,1
CUST00308,Loyal Customers,66,2,1535.15,7,0,0.0,1,1,0
CUST00309,Dormant Customers,8,1,1014.02,13,0,0.0,1,1,1
CUST00310,Dormant Customers,22,1,578.27,5,1,1.0,1,0,0
CUST00311,Dormant Customers,48,1,1336.82,4,0,0.0,1,0,1
CUST00312,Dormant Customers,64,1,486.27,9,0,0.0,1,0,1
CUST00313,Dormant Customers,162,1,769.77,16,0,0.0,1,0,1
CUST00314,Dormant Customers,16,1,560.98,0,0,0.0,1,0,1
CUST00315,Champions,17,6,6768.08,11,0,0.0,4,4,0
CUST00316,Dormant Customers,97,2,1079.82,1,0,0.5,2,2,1
CUST00317,Dormant Customers,100,1,1353.24,8,0,0.0,1,0,1
CUST00318,Loyal Customers,47,2,1908.68,2,0,0.0,2,0,0
CUST00319,Dormant Customers,147,1,460.74,0,0,0.0,1,0,1
CUST00320,Champions,25,3,1395.26,10,0,0.0,2,1,0
CUST00321,Dormant Customers,116,2,1114.17,1,0,0.0,2,2,1
CUST00322,Champions,4,5,3351.86,5,0,0.0,2,0,0
CUST00323,Champions,5,2,2509.86,6,0,0.0,2,0,0
CUST00324,Dormant Customers,274,0,0.0,0,0,0.0,0,0,1
CUST00325,Champions,44,3,3542.89,6,0,0.0,2,1,0
CUST00326,Dormant Customers,124,1,471.14,7,0,0.0,1,3,1
CUST00327,Discount Sensitive,2,1,367.29,7,0,0.0,1,1,1
CUST00328,Dormant Customers,322,0,0.0,2,0,0.0,0,0,1
CUST00329,Dormant Customers,1,1,299.28,1,0,0.0,1,0,0
CUST00330,Loyal Customers,74,3,1307.8,1,1,0.0,2,0,0
CUST00331,Discount Sensitive,151,1,505.92,1,0,0.0,1,0,1
CUST00332,High Value But Unhappy,24,2,2059.8,0,2,0.5,1,0,0
CUST00333,Dormant Customers,75,1,870.15,3,0,0.0,1,0,0
CUST00334,Dormant Customers,85,1,731.49,2,1,1.0,1,0,1
CUST00335,Discount Sensitive,148,2,1328.14,7,0,0.0,1,1,0
CUST00336,Loyal Customers,29,2,1156.25,5,0,0.0,2,0,0
CUST00337,Loyal Customers,7,2,1887.73,2,1,0.0,2,0,1
CUST00338,Dormant Customers,12,1,887.38,6,1,1.0,1,0,0
CUST00339,Dormant Customers,92,1,465.18,13,0,0.0,1,0,0
CUST00340,Champions,46,3,1900.4,8,0,0.333,3,1,0
CUST00341,Discount Sensitive,19,1,790.16,11,0,0.0,1,0,0
CUST00342,Champions,1,2,2309.31,9,1,0.0,1,0,0
CUST00343,Dormant Customers,94,1,410.91,7,0,0.0,1,1,0
CUST00344,Dormant Customers,189,0,0.0,5,0,0.0,0,0,0
CUST00345,Champions,3,3,3946.38,15,0,0.0,2,0,0
CUST00346,Dormant Customers,72,1,494.2,13,0,0.0,1,1,0
CUST00347,Dormant Customers,184,0,0.0,8,0,0.0,0,1,1
CUST00348,Champions,1,3,2509.74,14,0,0.0,3,2,0
CUST00349,Loyal Customers,74,3,2183.21,2,0,0.0,2,0,0
CUST00350,Dormant Customers,41,1,537.51,18,0,0.0,1,0,0
CUST00351,High Value But Unhappy,9,3,2713.22,4,1,0.333,2,0,0
CUST00352,Dormant Customers,27,1,1000.77,13,0,0.0,1,1,0
CUST00353,Dormant Customers,118,2,753.92,4,0,0.0,1,1,1
CUST00354,Loyal Customers,36,2,1158.36,4,0,0.0,2,1,0
CUST00355,Dormant Customers,171,1,715.18,4,0,0.0,1,2,1
CUST00356,Champions,7,4,2192.57,10,0,0.0,4,1,0
CUST00357,Dormant Customers,42,1,513.15,9,1,0.0,1,1,1
CUST00358,Loyal Customers,101,2,1523.36,4,0,0.0,2,0,1
CUST00359,Loyal Customers,3,3,2276.09,0,0,0.0,3,0,0
CUST00360,Dormant Customers,2,1,1731.67,1,0,0.0,1,0,0
CUST00361,Dormant Customers,169,1,361.04,3,0,1.0,1,1,1
CUST00362,Champions,23,3,1795.3,12,0,0.0,3,0,0
CUST00363,Dormant Customers,27,1,413.99,2,1,0.0,1,0,0
CUST00364,Dormant Customers,359,0,0.0,0,0,0.0,0,0,1
CUST00365,At Risk,158,1,1015.06,7,0,0.0,1,0,1
CUST00366,Loyal Customers,92,2,3930.92,2,0,0.0,2,0,0
CUST00367,Dormant Customers,212,0,0.0,1,0,0.0,0,1,1
CUST00368,Dormant Customers,55,1,348.81,7,1,1.0,1,0,1
CUST00369,Dormant Customers,71,1,910.05,7,0,0.0,1,1,1
CUST00370,Discount Sensitive,172,1,452.14,8,0,0.0,1,1,1
CUST00371,At Risk,124,1,912.11,4,0,0.0,1,0,1
CUST00372,Discount Sensitive,56,1,431.11,2,1,0.0,1,0,0
CUST00373,Loyal Customers,73,2,1612.89,9,0,0.0,2,1,1
CUST00374,Dormant Customers,219,0,0.0,0,0,0.0,0,3,1
CUST00375,Discount Sensitive,85,2,812.45,2,1,0.0,2,0,1
CUST00376,Champions,45,2,1345.22,5,0,0.0,2,0,1
CUST00377,Loyal Customers,80,3,1386.54,10,0,0.0,2,0,1
CUST00378,Dormant Customers,99,1,1622.32,4,0,0.0,1,0,1
CUST00379,Dormant Customers,75,1,538.25,2,0,0.0,1,0,1
CUST00380,Champions,39,3,1274.45,8,0,0.0,3,0,0
CUST00381,Dormant Customers,182,0,0.0,2,0,0.0,0,0,1
CUST00382,Loyal Customers,45,2,766.55,6,0,0.0,2,0,0
